qpz (%)	Lateral Force (kN)
-0.207838419	-711.32
-0.208596557	-654.07
-0.207891574	-639.77
-0.207104834	-625.37
-0.206314239	-612.8
-0.205605401	-598.59
-0.204402163	-584.91
-0.203522101	-572.11
-0.202392911	-559.13
-0.201096351	-545.68
-0.199792081	-532.96
-0.197900089	-519.67
-0.195303924	-506.55
-0.192205649	-493.44
-0.189621049	-480.27
-0.187114351	-467.48
-0.184183446	-454.83
-0.180999559	-441.77
-0.178236024	-428.76
-0.174627929	-415.94
-0.171521945	-403.05
-0.168509282	-390.78
-0.165667844	-377.63
-0.163165001	-364.97
-0.160490934	-352.46
-0.157229143	-339.99
-0.154204916	-327.19
-0.150347694	-314.3
-0.147918899	-301.59
-0.144913946	-288.84
-0.142154266	-276.46
-0.13973318	-264.19
-0.135529654	-251.37
-0.132085074	-238.94
-0.129492764	-226.39
-0.126305022	-213.97
-0.122700782	-201.57
-0.119766022	-188.99
-0.116418619	-176.64
-0.113729133	-164.37
-0.110463488	-152.45
-0.107015054	-140.12
-0.103831166	-127.87
-0.101071486	-115.7
-0.098486886	-103.55
-0.096069655	-91.68
-0.093819795	-79.72
-0.090807132	-68.33
-0.088214822	-56.54
-0.085626367	-45.56
-0.083205282	-34.01
-0.080437892	-23.03
-0.077763824	-11.75
-0.075338885	-1.15
-0.072579204	10.02
-0.070667939	20.19
-0.06936367	31.91
-0.067039761	42.41
-0.065560412	53.03
-0.063987741	63.9
-0.061403141	74.31
-0.060001695	84.71
-0.057751835	94.74
-0.056011794	104.56
-0.053415629	114.62
-0.051333139	124.58
-0.049503631	134.46
-0.047004643	144.34
-0.043470597	153.99
-0.041287075	163.29
-0.038508122	172.61
-0.035904248	181.76
-0.032794409	190.77
-0.030357905	199.5
-0.026909471	208.43
-0.023799632	217.11
-0.020759987	225.45
-0.017739615	233.71
-0.015303112	241.94
-0.011769065	250.03
-0.009593253	257.61
-0.007506908	266.19
-0.005405145	273.47
-0.003322655	281.23
-0.000897715	288.43
1.62048E-06	295.92
0.003119169	303.13
0.005213223	310.21
0.006182752	317.43
0.007338925	323.96
0.008829837	330.36
0.010410217	337.13
0.012165676	343.63
0.013574831	350.17
0.015069599	356.36
0.016649979	362.71
0.01882579	368.59
0.020328267	374.74
0.022165484	380.51
0.023500591	386.39
0.025415711	391.78
0.026408368	397.43
0.027486637	402.93
0.029067017	408.13
0.030398269	413.38
0.031729521	418.74
0.03298287	423.67
0.034232364	428.77
0.035474149	433.6
0.036641885	438.37
0.037720154	443.06
0.038969648	447.82
0.040297046	452.27
0.04120409	457.03
0.041947619	461.29
0.042936422	465.5
0.043769418	469.44
0.04442348	473.98
0.045497894	477.93
0.046408794	481.88
0.04689934	485.78
0.048059367	489.85
0.048880799	493.7
0.049962924	497.27
0.050371712	500.86
0.051360515	504.34
0.052524396	507.92
0.053018797	511.58
0.053762327	515
0.054754984	518.44
0.055249385	521.56
0.056078526	525.19
0.057250117	527.93
0.057993646	531.21
0.058659272	534.33
0.059402801	537.23
0.060235797	540.26
0.061150551	543.3
0.062065305	546.18
0.062980059	548.82
0.063645685	551.73
0.064393069	554.43
0.065226065	557.04
0.06572432	559.86
0.066557317	562.57
0.067219088	564.97
0.068141551	567.64
0.068721565	570.17
0.069048596	572.7
0.069542997	575.04
0.070457751	577.63
0.070952152	580.13
0.071617778	582.47
0.072279549	584.51
0.073198158	586.93
0.073863783	589.1
0.074358185	591.35
0.075019956	593.49
0.075432599	595.49
0.076008758	597.81
0.076503159	600.09
0.076915803	601.69
0.077581429	603.72
0.077994072	605.82
0.078488473	607.47
0.078901117	609.36
0.07948113	611.23
0.080142902	613.32
0.080473787	615.08
0.080796964	616.85
0.081205752	618.55
0.081451026	620.39
0.081859814	622.1
0.082272458	623.68
0.082763004	625.6
0.083339163	626.99
0.083502679	628.86
0.083911467	630.46
0.084156741	632.32
0.084569384	633.58
0.084978173	634.91
0.085301349	636.69
0.085632235	638.32
0.085877508	639.76
0.086200685	641.29
0.086527716	642.49
0.086858601	643.97
0.087181778	645.41
0.087345293	646.81
0.087590566	648.21
0.087999355	649.72
0.088330241	651.07
0.088408144	652.35
0.088649563	653.68
0.088976594	655.06
0.089221867	656.27
0.08946714	657.57
0.089545043	658.7
0.089872074	659.87
0.090113493	661.19
0.090358766	662.29
0.090607894	663.64
0.09093107	664.94
0.091176344	666.09
0.091339859	667.36
0.091503375	668.08
0.091826551	669.54
0.092071824	670.67
0.092313243	671.95
0.092476758	672.84
0.092803789	673.81
0.09296345	674.8
0.093208723	676.16
0.093453997	676.96
0.0935319	677.97
0.093858931	678.88
0.094022446	679.96
0.094349477	681.11
0.094590896	682.11
0.094754411	683.53
0.094999685	684.24
0.095326716	685.39
0.095404619	686.2
0.095817262	686.87
0.096058681	688
0.096058681	688.9
0.096385712	690.2
0.096630985	690.9
0.096872404	692
0.097366805	693.2
0.09736295	693.9
0.097689981	694.8
0.097775594	695.4
0.097853497	696.6
0.098429656	697.5
0.098344043	698.2
0.098752832	698.9
0.09883459	700.1
0.09900196	701
0.099325136	702.1
0.099410749	702.6
0.099733925	703.8
0.099897441	704.6
0.099979198	705.5
0.100384132	706.3
0.100547648	707.2
0.100629406	707.8
0.100874679	708.9
0.100870824	709.5
0.101112243	710.3
0.101521032	711
0.101517177	711.9
0.101844208	712.5
0.101840353	713.1
0.102085627	713.6
0.102408803	714.6
0.102568464	715.4
0.10289164	716.1
0.103055156	716.7
0.103296574	717.5
0.103541848	718.1
0.103697654	718.9
0.104106443	719.5
0.104184346	720.5
0.104511377	720.9
0.104834553	721.5
0.104994214	721.8
0.10531739	722.5
0.105644421	723
0.105967598	723.8
0.106294629	724
0.106539902	725.1
0.106944836	725.5
0.107271867	726.4
0.107602753	726.9
0.107925929	727.5
0.108342427	728
0.108832974	728.6
0.109412987	729.2
0.109740018	730
0.110316177	730.5
0.110643208	731.1
0.111133755	731.5
0.111709914	731.9
0.11220046	732.8
0.112609249	733.1
0.113185408	733.8
0.113761567	734.4
0.114252113	735
0.116019136	693.95
0.115310299	680.07
0.114601462	667.34
0.113814721	654.34
0.112860611	641.5
0.112073871	628.45
0.111205372	615.66
0.110418632	602.86
0.109628037	589.88
0.108759539	577.33
0.107968944	564.81
0.107182204	552.28
0.106395463	539.15
0.105604868	526.8
0.104818128	514.45
0.10410929	502.02
0.103240792	489.6
0.10236844	476.9
0.101414329	464.62
0.100541976	452.01
0.099755236	439.88
0.098879028	427.52
0.0981779	415.22
0.097301693	402.7
0.096511098	390.57
0.095720503	378.56
0.094929908	366.39
0.094057555	354.17
0.093348718	341.97
0.092472511	329.8
0.091678061	318.09
0.090883611	305.97
0.090170919	294.13
0.089123487	281.86
0.087476768	270.38
0.085662679	258.27
0.083412819	246.26
0.081159104	234.59
0.078574503	222.83
0.076149563	211.16
0.073557253	199.34
0.071217926	187.97
0.068543858	176.25
0.06586979	164.75
0.062853273	153.04
0.060011835	141.64
0.056991463	130.15
0.054227928	118.85
0.051550006	107.88
0.048622956	96.11
0.046026791	85.39
0.043270965	74.25
0.040931638	63.52
0.038685632	52.02
0.03651753	41.29
0.031360702	30.18
0.02885015	19.24
0.02625784	8.59
0.023836755	-1.93
0.02158304	-12.29
0.01881565	-22.51
0.016468614	-32.15
0.013876304	-42.61
0.011618734	-52.36
0.009026424	-62.19
0.00642255	-71.95
0.00450743	-81.61
0.00208249	-91.42
-0.000513674	-100.85
-0.003024227	-110.35
-0.005538633	-119.88
-0.008045331	-128.89
-0.01047798	-138.13
-0.01307029	-146.92
-0.01499312	-155.69
-0.017503672	-164.61
-0.019679484	-173.03
-0.022108278	-181.54
-0.02462654	-189.89
-0.026884109	-197.97
-0.029316759	-206.13
-0.031235733	-213.79
-0.033407691	-222.01
-0.03549789	-229.79
-0.037502477	-237.4
-0.039678289	-244.5
-0.041850246	-252.35
-0.043687463	-259.52
-0.046198016	-266.68
-0.047953475	-273.38
-0.049961917	-280.36
-0.052305099	-287.2
-0.054142316	-293.77
-0.056143048	-300.2
-0.058233248	-306.68
-0.060156077	-313.36
-0.062075052	-319.28
-0.063830511	-325.22
-0.065838953	-331.65
-0.067594412	-337.35
-0.069346017	-343.04
-0.071015864	-348.86
-0.072603953	-354.51
-0.07444117	-359.9
-0.076029259	-365.32
-0.077360511	-370.52
-0.079197728	-375.72
-0.080875284	-380.71
-0.082716355	-385.9
-0.084390057	-390.73
-0.085472181	-395.7
-0.08740272	-400.46
-0.088827293	-405.03
-0.090504849	-409.9
-0.092092938	-414.13
-0.093093305	-418.76
-0.094767006	-423.04
-0.09584913	-427.6
-0.097444929	-431.74
-0.09895126	-435.88
-0.099947772	-439.73
-0.101286733	-443.83
-0.102707452	-447.96
-0.103622205	-451.87
-0.105385374	-455.53
-0.106132758	-458.83
-0.107471719	-462.92
-0.10881068	-466.33
-0.109472451	-470.21
-0.110897025	-473.45
-0.111815633	-477.07
-0.112901612	-480.72
-0.114073203	-483.87
-0.115077424	-487.2
-0.116416385	-490.24
-0.117334994	-493.7
-0.11816799	-496.67
-0.119339581	-499.81
-0.120005207	-502.95
-0.121258556	-505.85
-0.122181019	-508.93
-0.122928402	-511.64
-0.124267364	-514.4
-0.125018602	-517.37
-0.126022823	-520.18
-0.126941431	-522.85
-0.12769267	-525.78
-0.128778648	-528.25
-0.129611645	-530.75
-0.130362883	-533.52
-0.131448861	-535.87
-0.132028875	-538.32
-0.133033096	-540.65
-0.133694867	-543.16
-0.134446106	-545.55
-0.135450326	-547.98
-0.135948582	-550.1
-0.136867191	-552.44
-0.137700187	-554.57
-0.138365813	-556.94
-0.139117051	-559.08
-0.139782677	-561.34
-0.140790753	-563.54
-0.141794974	-565.29
-0.142211472	-567.58
-0.143211838	-569.65
-0.143791851	-571.79
-0.144546944	-573.51
-0.145465553	-575.54
-0.145878196	-577.57
-0.146715047	-579.63
-0.147209448	-581.27
-0.147960687	-583.06
-0.148797537	-585.08
-0.149128423	-586.81
-0.150132644	-588.91
-0.150716512	-590.7
-0.150957931	-592.33
-0.151541799	-594.04
-0.152040055	-596.04
-0.152876905	-597.62
-0.153546386	-599.15
-0.153877272	-600.87
-0.15479588	-602.37
-0.155212378	-604.01
-0.155881859	-605.52
-0.156547485	-607.13
-0.15687837	-608.8
-0.157629609	-610.32
-0.158213477	-611.97
-0.158715587	-613.36
-0.159466826	-614.72
-0.159883324	-616.51
-0.160805787	-617.9
-0.161054915	-619.27
-0.161471413	-620.69
-0.162475634	-621.95
-0.162724762	-623.45
-0.163476	-624.95
-0.164145481	-625.92
-0.164394609	-627.51
-0.165231459	-629.2
-0.165480587	-630.28
-0.165978843	-631.67
-0.166648324	-633.06
-0.166983064	-634.37
-0.167734302	-635.4
-0.168069043	-636.91
-0.168652911	-637.95
-0.169236779	-639.23
-0.169738889	-640.28
-0.17040837	-641.47
-0.17091048	-642.87
-0.171330833	-644.04
-0.172082071	-645.06
-0.172420666	-646.19
-0.173086292	-647.37
-0.173588403	-648.34
-0.173919288	-649.84
-0.174588769	-650.83
-0.175094734	-651.98
-0.175678602	-652.76
-0.176098955	-653.98
-0.176515453	-655.32
-0.177266691	-656.25
-0.177687044	-657.23
-0.178442137	-658.35
-0.179115472	-659.68
-0.179282842	-660.52
-0.180372676	-661.52
-0.180707416	-662.56
-0.180956544	-663.7
-0.181544267	-664.81
-0.181793395	-666.05
-0.182548488	-666.97
-0.182797616	-667.98
-0.183295871	-669.1
-0.183883594	-669.99
-0.184050964	-671.06
-0.18471659	-672.23
-0.185218701	-672.97
-0.185382216	-673.8
-0.185880472	-674.92
-0.186047842	-675.43
-0.186713468	-676.72
-0.187129966	-677.29
-0.187211724	-678.65
-0.187795592	-679.49
-0.188126478	-680.43
-0.188546831	-681.36
-0.188959474	-682.24
-0.189294214	-683.24
-0.189874228	-684.3
-0.190123356	-685
-0.190286871	-686.24
-0.190785127	-686.87
-0.191116013	-688.18
-0.191699881	-689.09
-0.192030767	-690.05
-0.192279894	-690.64
-0.19294552	-691.45
-0.193027278	-692.01
-0.193689049	-692.84
-0.194187305	-693.78
-0.194518191	-694.56
-0.195183817	-695.48
-0.195682073	-696.33
-0.196012958	-696.87
-0.196760342	-697.52
-0.19700947	-698.33
-0.197756854	-698.87
-0.198173352	-699.68
-0.198835123	-700.52
-0.199500749	-701.27
-0.199999005	-701.92
-0.200660776	-703.07
-0.201326402	-703.54
-0.201824658	-704.23
-0.202992394	-704.89
-0.203661875	-705.93
-0.204829611	-706.52
-0.205829977	-707.07
-0.205993493	-708.14
-0.207332454	-708.91
-0.208095256	-709.43
-0.209173526	-710.61
-0.209839152	-710.99
-0.210676002	-712.36
-0.211792818	-678.91
-0.211251351	-663.79
-0.210468465	-649.65
-0.209841386	-636.03
-0.20889113	-622.51
-0.208018777	-608.94
-0.207391698	-595.68
-0.206266362	-582.59
-0.205300688	-569.55
-0.204167643	-556.74
-0.202365118	-543.24
-0.201053139	-530.43
-0.198480103	-517.23
-0.195973405	-504.22
-0.192964597	-491.26
-0.190197208	-478.45
-0.187604898	-465.56
-0.184849072	-452.69
-0.181836409	-439.73
-0.179072875	-427.21
-0.17563215	-414.04
-0.1727051	-401.34
-0.169521212	-388.4
-0.166345034	-376.07
-0.163834482	-363.34
-0.160568837	-350.8
-0.157634077	-338.21
-0.154528093	-325.65
-0.151258593	-312.66
-0.148498913	-300.58
-0.145062043	-288.13
-0.142212896	-275.52
-0.139200233	-263.13
-0.135599847	-250.58
-0.13291807	-238.2
-0.129477346	-225.61
-0.126289604	-213.44
-0.122930637	-201.28
-0.120264278	-188.68
-0.117924951	-176.37
-0.113631957	-164.3
-0.108992659	-151.91
-0.104781422	-139.77
-0.103808039	-127.97
-0.101643791	-115.64
-0.09872445	-103.72
-0.096054237	-91.84
-0.093465781	-80.09
-0.091126454	-68.53
-0.088619756	-56.95
-0.085863931	-45.8
-0.083438991	-34.39
-0.081185276	-23.27
-0.07859682	-11.92
-0.076171881	-1.43
-0.073326588	9.39
-0.071932852	19.64
-0.070107199	30.86
-0.067604356	42.22
-0.065187125	52.75
-0.063104635	63.57
-0.060438276	73.74
-0.058530866	84.05
-0.056448375	94.06
-0.05436203	104.16
-0.052781651	114.4
-0.050037389	123.87
-0.047698062	133.6
-0.045853135	143.21
-0.043260825	152.95
-0.041423608	161.95
-0.038656219	171.39
-0.036309182	180.75
-0.034304595	189.62
-0.032047025	198.5
-0.028252287	207.28
-0.026675762	215.9
-0.024503805	223.9
-0.022931134	232.33
-0.021436367	240.29
-0.019528956	249.02
-0.018454541	256.8
-0.016204681	264.5
-0.012573458	272.21
-0.010312034	279.74
-0.007622548	287.43
-0.005193753	294.38
-0.003617228	301.73
-0.000842129	308.76
0.0010807	315.82
0.002415807	322.5
0.004081799	328.99
0.005740082	335.9
0.007153091	342.11
0.009581886	348.71
0.012096293	354.58
0.01342369	361.03
0.015257052	367
0.016666207	372.81
0.018250442	378.41
0.020091513	384.53
0.021753651	390.05
0.023765947	395.53
0.025260715	401.1
0.026759337	406.46
0.028008831	411.35
0.0290871	416.59
0.030928172	421.87
0.032341182	426.87
0.03410435	431.66
0.035602972	436.69
0.036607193	441.36
0.038027912	446.09
0.039530389	450.63
0.04120409	455.01
0.042457439	459.27
0.043870449	463.71
0.044960282	468.02
0.046548371	472.21
0.04763435	476.47
0.049051214	480.41
0.050479642	484.28
0.052071586	487.95
0.05315371	491.7
0.054325301	495.6
0.055317958	499.13
0.056396227	503.26
0.057225369	506.53
0.05805451	510.05
0.058961555	513.6
0.059623326	517.09
0.06053808	520.3
0.061448979	523.5
0.062441636	526.67
0.06285428	529.68
0.063263068	532.76
0.063920985	536.01
0.064493289	538.81
0.065571559	541.97
0.065984202	544.87
0.066727731	547.28
0.067393357	550.29
0.067887758	553.15
0.068966028	556.04
